Company Name,Job Summary,Job Title,Location,Salary
Professional Recruiting Services [on behalf of cli...,"Understand their data quality, data completeness and analytics opportunities. Lead Core Enablement Teams comprised of business users, enterprise data...",Director Analytics and Reporting [Strategic Finance],New York,H
Seeking Alpha Search International,"Working with data validation members and information technology professionals to determine model data integrity. Seeking Alpha Search International, Inc....",QUANTITATIVE INVESTMENT MODEL VALIDATION ANALYST,New York,H
Selby Jennings,"Senior Quantitative Developer/Machine Learning/Data Scientist. Large scale data analysis – ideally with Python, R, Matlab, SQL....",Senior Quantitative/Machine Learning - Contract,New York,H
BlackRock,"BlackRock – Risk & Quantitative Analysis – Fixed Income - Analyst - 161276 BlackRock is a leader in investment management, risk management and advisory",BlackRock – Risk & Quantitative Analysis – Fixed Income - An...,New York,H
Quartet,We’re looking for a Big Data Engineer/Data Scientist who finds creative solutions to tough problems. Experience processing a diversity of structured and...,Data Platform Engineer,New York,H
Barclays,"Analyze data requirements, model documentation, and processes to evaluate efficiency of procedures and identify gaps in controls. Barclays Services Corp....","Quantitative Risk Analyst, Internal Audit",New York,H
Grubhub,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,Data Engineer,New York,H
JPMorgan Chase,"Background in analytics, software development, system design, data management or data warehousing is required....",Credit Risk Technology - Application Lead,New York,H
Connections of New York,"They aim to fuse disparate data sets, and then perform cutting edge contextual analytics. Our client operates an open source data analytics platform that will...",Client Facing Data Scientist,New York,H
NBCUniversal,"Develop data and research driven tools for decision support. Develop basic understanding of key ad serving, data management and measurement platforms....",Principal - Marketing Science,New York,H
PlaceIQ,"Experience with Hadoop/Big Data paradigms. From building data pipelines to regression models/classification algorithms, complex data visualizations to...",Senior Data Engineer,New York,H
Cognizant,"Strategists, creative technologists, data scientists and designers. You pair up with designers, data scientists and....","Director, Design Technology",New York,H
Connections of New York,"3+ Years as a Data Scientist, preferable in the Digital Advertising/Media Space. Experience in data product development....",Sr. Data Scientist,New York,H
Averity,"ContactMichael Pachella (michael.pachella@averityteam.com)Quantitative Analyst, Research, Modeling, Data Science....",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,New York,H
AIG,"Coordinate with PPM teams, Data team, Shanghai Analytics Center and Bangalore COE to complete each steps. Minimum 7 years of experience in data science and...",Director of Predictive Modeling,New York,H
NJF Search,Pattern + inefficiency discovery off large and noisy data sets by quantifying the momentum or mean reversion of market movements and their correlation to data...,Quant Researcher - Machine Learning,New York,H
Legg Mason,"Please Enable Cookies to Continue Please enable cookies in your browser to experience all the personalized features of this site, including the ability to",Quantitative Analyst,New York,H
Averity,This is an amazing opportunity for a Senior Data Scientist to move into a client-facing role. We are looking for Senior Data Scientist with Anti-Money...,Data Scientist (AML Experience),New York,H
Group One Trading,"Evaluate the performance of existing and proposed algorithms, utilizing historical and live data. You will work closely with our trading, management, and...",Quantitative Data Analyst- New York,New York,H
General Motors,"The position reports to the Cadillac Lead Data Scientist. Collect data from disparate sources, appropriately prepare the data, analyze the data using a myriad...",Cadillac Analyst Global Data Management & Business Intellige...,New York,H
Capital One,"Data Science Manager. Writing software to clean and investigate large, messy data sets of numerical and textual data....",Data Science Manager,New York,H
Spotify,"Help drive optimization, testing and tooling to improve data quality. Apply machine learning, collaborative filtering, NLP, and deep learning methods to massive...",Machine Learning Engineer,New York,H
NJF Search,"The role will focus on data analysis, statistics and probability. The main focus is to update existing strategies, monetize alphas, measure latencies conduct...",Statistician – Trading Firm,New York,H
Workbridge Associates,"The current team consists of 3 junior Data Scientists, 1 mid level Data Scientist, along with the VP. They are hiring for a Senior Data Scientist / Tech Lead to...",Senior Data Scientist,New York,H
Averity,"Knowledge big data analysis and systems. Individual will work directly with Senior Analysts, Traders and report to trading head to leverage his/her big data and...",Junior Quantitative Analyst / Developer for $5B Hedge Fund,New York,H
AIG,Experience with Big Data techniques (e.g. Extensive knowledge of data analytics and machine learning. AIG Science is the hub for decision sciences at AIG and...,"Senior Manager/Director, Scientist - Natural Language Proces...",New York,H
